tri_facility_id,facility_name,city_name,state_abbr,region_code,public_email
45802RCDNH1900F,PCS NITROGEN OHIO L.P.,LIMA,OH,5,SHAUN.SPAINHOWER@NUTRIEN.COM
69165GRLDGSHWY2,GERALD GENTLEMAN STATION,SUTHERLAND,NE,7,GROTTEN@NPPD.COM
55432MCRCN7956M,MICRO CONTROL CO,FRIDLEY,MN,5,J.GIFFIN@MICROCONTROL.COM
98944DRGLD400AL,DARIGOLD - SUNNYSIDE,SUNNYSIDE,WA,10,DOUG.PETTINGER@DARIGOLD.COM
43311BLLTC700WL,BELLETECH,BELLEFONTAINE,OH,5,SHERRIE.SUTTLES@AGC.COM
65440BCKSMHIGHW,BUICK RESOURCE RECYCLING FACILITY LLC,BOSS,MO,7,PSALLER@DOERUN.COM
37620BCHML501FI,UPM PHARMACEUTICALS INC,BRISTOL,TN,4,MBARRETT@UPM-INC.COM
31402NNCMPWESTL,INTERNATIONAL PAPER CO - SAVANNAH COMPLEX,SAVANNAH,GA,4,KAREN.BOGANS@IPAPER.COM
77015MRCHM1914H,SASOL CHEMICALS (USA) LLC,HOUSTON,TX,6,RICH.ORTIZ@US.SASOL.COM
95131LMLDS370WT,LUMILEDS LLC,SAN JOSE,CA,9,MITCHELL.COLE@LUMILEDS.COM
19061BPLCMPOSTR,MONROE ENERGY LLC-TRAINER REFINERY,TRAINER,PA,3,GREG.MERRILL@MONROE-ENERGY.COM
44036LYRFN120FI,ELYRIA FOUNDRY CO LLC,ELYRIA,OH,5,NGOLDOWSKI@ELYRIAFOUNDRY.COM
2725WNDLRX932EA,INDULOR AMERICA LP,GRAHAM,NC,4,J.DIXON@INDULOR.NET
98073PHYSC11811,PHYSIO CONTROL CORP.,REDMOND,WA,10,JASON.BEATY@PHYSIO-CONTROL.COM
4355WMDWST14314,MIDWEST MFG HOLIDAY CITY TREATING PLANT,HOLIDAY CITY,OH,5,REBBEN@MENARD-INC.COM
35217GLSFR3943V,GLASFORMS INC,BIRMINGHAM,AL,4,ROBERT.FISHER@AVIENT.COM
95134SNMNS2700N,SANMINA -   BLDG # 4,SAN JOSE,CA,9,KHALID.RUHULLAH@SANMINA.COM
55369NVRSL8860Z,ADVANCED CIRCUITS MINNESOTA,MAPLE GROVE,MN,5,MITCH.TAZELAAR@APCTINC.COM
17066WNSCRUSROU,NOV FIBER GLASS SYSTEMS - CONTAINMENT SOLUTIONS,MOUNT UNION,PA,3,BOB.SHAW@NOV.COM
29304STNDR100QU,COOPER STANDARD,BOILING SPRINGS,SC,4,CHARLEEN.JONES@COOPERSTANDARD.COM
07501LTTLF189CA,LITTLE FALLS ALLOYS,PATERSON,NJ,2,LFAWIRE@AOL.COM
77015PNNWL2231H,ARKEMA INC,HOUSTON,TX,6,CHAD.MOODY@ARKEMA.COM
50010HCHCM100DA,HACH CO,AMES,IA,7,EDAVIS@HACH.COM
98108VXCRP6701S,CERADYNE INC A 3M CO,SEATTLE,WA,10,CCARR@MMM.COM
77541RHNPL6213H,VENCOREX US INC,FREEPORT,TX,6,KEVIN.FUENTES@VENCOREX.COM
78526CHMPR5224F,CHEM PRUF DOOR,BROWNSVILLE,TX,6,AGARATE@PHOENIXDOORSYSTEMS.COM
90509LLDSG20263,MOOG INC.,TORRANCE,CA,9,DSALVATORE@MOOG.COM
73401TTLPTHIGHW,VALERO REFINING CO -OKLAHOMA VALERO ARDMORE REFINERY,ARDMORE,OK,6,GREG.ELLIOTT@VALERO.COM
55427VRSDC3943Q,ELECTRONIC TECHNOLOGIES LLC D/B/A VERSA ELECTRONICS,NEW HOPE,MN,5,BJACKSON@VERSAE.COM
5605WTBLKC52182,TBEI - TRUCK BODIES & EQUIPMENT INTERNATIONAL (LAKE CRYSTAL),LAKE CRYSTAL,MN,5,BMSCHMITT@TBEI.COM
16365NTRLC1401L,INTERLECTRIC CORP,WARREN,PA,3,JOY.LIM@INTERLECTRIC.COM
9450WSCSTGCASTG,US COAST GUARD BASE ALAMEDA,ALAMEDA,CA,9,ABEL.A.EVERSON@USCG.MIL
77073HBSSN1413R,HOBAS PIPE USA INC.,HOUSTON,TX,6,EMONTOYA@HOBASPIPE.COM
47712BTZPL2301W,BOOTZ PLUMBING WARE CO,EVANSVILLE,IN,5,MWANNER@BOOTZ.COM
55449PLSTD3920P,PLASTI DIP INTERNATIONAL,BLAINE,MN,5,GARY.WILKIN@PLASTIDIP.COM
88210STRSR1300W,U.S. DHS FEDERAL LAW ENFORCEMENT TRAINING CENTER ARTESIA,ARTESIA,NM,6,NORMAN.A.TROY@FLETC.DHS.GOV
67801FRMLN3MILE,KOCH FERTILIZER DODGE CITY LLC,DODGE CITY,KS,7,ZELLERSC@KOCHIND.COM
77905NVSTS2695L,INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,TX,6,BRITTANY.ROZSYPAL@INVISTA.COM
46580DNCND245DE,RIEPEN LLC (DBA DANCO MEDICAL),WARSAW,IN,5,MICHAEL.S@DANCOMED.COM
27603DWRDV1900S,FLOWSERVE - RALEIGH,RALEIGH,NC,4,AMORAKINYO@FLOWSERVE.COM
01001HPHDN233MA,HP HOOD LLC - AGAWAM PLANT,AGAWAM,MA,1,SAMANTHA.HESSLING@HPHOOD.COM
02780TNTNM1314S,TAUNTON MUNICIPAL LIGHTING PLANT - CLEARY FLOOD STATION,TAUNTON,MA,1,CHRISOCTOBER@TMLP.COM
65109MDNMN1502S,MODINE MANUFACTURING CO,JEFFERSON CITY,MO,7,BRIAN.J.AGEN@MODINE.COM
27263LPFMN2222S,FXI INC. - HIGH POINT,HIGH POINT,NC,4,TFAUST@FXI.COM
48079HRNTM4918G,HURON AUTOMATIC SCREW CO,SAINT CLAIR,MI,5,EDWARDB@HURONAUTO.COM
08086GRLCK700MI,GGB LLC,THOROFARE,NJ,2,MARCUS.OWENS@TIMKEN.COM
44035NYLNG1301L,3M ELYRIA,ELYRIA,OH,5,JCAKEY@MMM.COM
25703RBRLT2501G,RUBBERLITE INC,HUNTINGTON,WV,3,JAMES.ELLIS@RUBERLITE.COM
14527TRNSL1789T,VIBRANTZ CORP,PENN YAN,NY,2,ANDREA.SIMONIN@VIBRANTZ.COM
60120HNKLD1345G,HENKEL US OPERATIONS CORP.,ELGIN,IL,5,DREW.THALER@HENKEL.COM
39730VSTPLPOBOX,WESTLAKE CHEMICALS & VINYLS LLC,ABERDEEN,MS,4,CSWEARNGAN@WESTLAKE.COM
2618WHNMTR1HINW,HINO MOTORS MANUFACTURING USA INC,WILLIAMSTOWN,WV,3,SHERRI.BROWNRIGG@HMMUSA.COM
9024WSPCLK1336H,SPACE LOK INK,GARDENA,CA,9,GMORENO@SPACE-LOK.COM
60123LGLYN1565F,ELGILOY SPECIALTY METALS,ELGIN,IL,5,JAMESD@ELGILOY.COM
5203WBLLVS29427,BELLEVUE SAND & GRAVEL,BELLEVUE,IA,7,BELSANDGRAVEL@OUTLOOK.COM
92665HMLTN345WE,WESTPAC MATERIALS,ORANGE,CA,9,R.MARTINEZ@WESTPAC.BZ
77501CCDNT4403L,OXY VINYLS LP PASADENA PVC PLANT,PASADENA,TX,6,ERIC_DELGADO@OXY.COM
83221BLCKF591W1,BLACKFOOT BRASS,BLACKFOOT,ID,10,FKIRSCHMER@ROCKYMOUNTAINHARDWARE.COM
70721FNLCHLAHWY,TOTALENERGIES PETROCHEMICALS & REFINING USA INC CARVILLE POL,CARVILLE,LA,6,CASEY.CROW@TOTALENERGIES.COM
6304WPLYDS4285R,BYK USA INC.,EARTH CITY,MO,7,CHRIS.CALLAHAN@ALTANA.COM
20892NTNLN9000R,U.S. PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH,BETHESDA,MD,3,SRI.SUSARLA@NIH.GOV
27330PCFBN1616H,PENTAIR WATER POOL & SPA INC.,SANFORD,NC,4,MICHAEL.STEPHENS@PENTAIR.COM
45891FDRLM150FI,FEDERAL MOGUL CORP,VAN WERT,OH,5,KADE.GIBSON@TENNECO.COM
49072LRSGL236WE,IAC MENDON,MENDON,MI,5,KBLACKENBURG@IACGROUP.COM
01453GRYCHPIONE,MEXICHEM SPECIALTY COMPOUNDS,LEOMINSTER,MA,1,ASHLEY.SNIDER@ORBIA.COM
35007VNTPL700IN,AVANTI POLAR LIPIDS INC,ALABASTER,AL,4,ETHAN.CAGLE@AVANTILIPIDS.COM
61834FBRTQ3650S,FIBERTEQ LLC,DANVILLE,IL,5,JON.STALCUP@OWENSCORNING.COM
27420GLBRC7300F,GILBARCO INC,GREENSBORO,NC,4,JOHN.BURKE@GILBARCO.COM
5314WKNLLM1255T,KENALL MANUFACTURING CO,KENOSHA,WI,5,VICTOR.FERNANDEZ@KENALL.COM
30071GCNCX2782S,AGCO INC,NORCROSS,GA,4,LPULLIAM82@BELLSOUTH.NET
01801LPHND20SYL,SKYWORKS SOLUTIONS INC,WOBURN,MA,1,SHERRI.GAUDETTE@SKYWORKSINC.COM
07603STRNC35WFR,SRM - BOGOTA,BOGOTA,NJ,2,KSHAH@SMYRNAREADYMIX.COM
45242XMXCR4444C,XOMOX PFT CORP,CINCINNATI,OH,5,MMEYERS@CRANECPE.COM
31401HRCLSOLDLO,SOLENIS LLC,SAVANNAH,GA,4,CMABERNATHY@SOLENIS.COM
12550CVNTR89TAF,COVENTRY COATINGS CORP,NEWBURGH,NY,2,INFO@KIRKERAUTOMOTIVE.COM
7860WDRLNG264FA,DARLING INGREDIENTS INC.,BASTROP,TX,6,BHOLMES@DARLINGII.COM
42240MRTRS102BI,MSSC-US,HOPKINSVILLE,KY,4,WAYNE.HENNERFEIND@MSSCNA.COM
42303WRGRC5525U,DARAMIC LLC,OWENSBORO,KY,4,EMILLER@DARAMIC.COM
32780CPCNV6000U,FPL-CAPE CANAVERAL ENERGY CENTER,COCOA,FL,4,CHRISTIAN.KIERNAN@FPL.COM
19486MRCKSSUMNE,MERCK SHARP & DOHME CORP,WEST POINT,PA,3,COLLEEN_LANGE@MERCK.COM
75236MRCNF3333D,WHITEWAVE FOODS DALLAS,DALLAS,TX,6,MARILU.MENDEZ@DANONE.COM
45212MSCNC2909H,EMD MILLIPORE CORP,CINCINNATI,OH,5,DONNA.MELLON@MILLIPORESIGMA.COM
31516SNDNC6131S,SUNDANCE BOATS,BLACKSHEAR,GA,4,JOE.KENNY@CRBOATS.COM
29606MCMPNPERIM,3M CO-GREENVILLE,GREENVILLE,SC,4,YHOPKINS@MMM.COM
44451SVRGN12080,VIASYSTEMS TECHNOLOGIES CORPLLC,NORTH JACKSON,OH,5,JAMES.CARRELL@TTMTECH.COM
19426SPRRT3900G,SUPERIOR TUBE CO INC,COLLEGEVILLE,PA,3,MARC.VANDERWAL@AMETEK.COM
91744MNTXN13300,MAINTEX INC,CITY OF INDUSTRY,CA,9,MGONZALEZ@MAINTEX.COM
06492BYKCH524SO,BYK USA INC,WALLINGFORD,CT,1,MATTHEW.CHERUBINI@ALTANA.COM
46510LSDRY7344S,LOUIS DREYFUS CO AGRICULTURAL PRODUCTS LLC,CLAYPOOL,IN,5,KEVIN.MELAND@LDC.COM
36467MLDDF2HATT,MFG ALABAMA LLC,OPP,AL,4,ETRENN@MOLDEDFIBERGLASS.COM
48846MRDNT719WM,VENTRA IONIA PAINT LLC,IONIA,MI,5,BBUCHLOTZ@FLEXNGATE.COM
29223CRLNC9931T,US BRICK,COLUMBIA,SC,4,DJOHNSON@USBRICK.COM
30161LCNBLANDER,PROFILE CUSTOM EXTRUSIONS LLC,ROME,GA,4,DOUG.HITCHCOX@METRA-NA.COM
55432STYLM6536M,STYLMARK INC,FRIDLEY,MN,5,MCARLSON@STYLMARK.COM
29440VCHMCPENNY,3V SIGMA USA,GEORGETOWN,SC,4,A.LAROCCA@3VSIGMAUSA.COM
9836WWSTPR637MA,WESTPORT LLC 50 METER FACILITY,PORT ANGELES,WA,10,DAVE.HAGIWARA@WESTPORTYACHTS.COM
7207WNTNLC39NCT,NATIONAL CTR FOR TOXICOLOGICAL RESEARCH,JEFFERSON,AR,6,KIMBERLY.DANIEL@FDA.HHS.GOV
95125LLYHR441PE,NITREX INC,SAN JOSE,CA,9,MIKE.SISON@NITREX.COM
78521NRTNC1505M,SAINT-GOBAIN ABRASIVES INC,BROWNSVILLE,TX,6,SERGIO.MENDEZ@SAINT-GOBAIN.COM
56751PLRSNHWY89,POLARIS INDUSTRIES INC,ROSEAU,MN,5,ADAM.BAUMGARTNER@POLARIS.COM
29302BSFCR3455S,BASF CORP,SPARTANBURG,SC,4,GERALD.MURPHY@BASF.COM
92123DPSTN4540V,SAINT GOBAIN SOLAR GARD LLC,SAN DIEGO,CA,9,FABIO.D-AMORE@SAINT-GOBAIN.COM
29446BLCHMPOBOX,BALCHEM CORP,GREEN POND,SC,4,DMASKEL@BALCHEM.COM
19438PCRCR165WA,PECORA CORP,HARLEYSVILLE,PA,3,ARIZINIL@PECORA.COM
97116TKTRN1521P,TTM TECHNOLOGIES N.A. LLC,FOREST GROVE,OR,10,BRET.BRUHN@TTMTECH.COM
13021GLDSP1GOUL,XYLEM WATER SYSTEMS USA LLC,AUBURN,NY,2,JAMIE.PLOUFF@XYLEM.COM
02763MTFBN332JO,METFAB ENGINEERING INC.,ATTLEBORO FALLS,MA,1,ACCOUNTING@METFABENG.COM
37172WCRNG1100I,ELECTROLUX CONSUMER PRODUCTS INC.,SPRINGFIELD,TN,4,JAMIE.WHITE@ELECTROLUX.COM
16066MNSFT1000C,MSA SAFETY PITTSBURGH MANUFACTURING LLC,CRANBERRY TOWNSHIP,PA,3,DEREK.DIRUSCIA@MSASAFETY.COM
91730PRCSN11155,PRECISION AEROSPACE CORP,RANCHO CUCAMONGA,CA,9,JHUDSON@PAC.CC
45820CRCHMROUTE,CHEMTRADE LOGISTICS INC CAIRO SULFUR PRODS,CAIRO,OH,5,GHENTHORN@CHEMTRADELOGISTICS.COM
28352LBBYWHWY74,PILKINGTON NA,LAURINBURG,NC,4,CHRISTOPHER.MARKOTICH@NSG.COM
4670WSCTND1729W,SCOT INDUSTRIES,AUBURN,IN,5,KHANSEN@SCOTINDUSTRIES.COM
56093TRNNC241NS,ITRON. INC.,WASECA,MN,5,ROB.HOMER@ITRON.COM
32672MRTNM498OA,LOCKHEED MARTIN MISSILES & FIRE CONTROL,OCALA,FL,4,REBECCA.H.SMITH@LMCO.COM
38555STNPK238PR,STONEPEAK CERAMICS INC.,CROSSVILLE,TN,4,PCOX@STONEPEAKCERAMICS.COM
92131PLSCN10121,SANTIER INC.,SAN DIEGO,CA,9,IWT@SANTIER.COM
46268LLTTC9200Z,ELLIOTT CO OF INDIANAPOLI S INC.,INDIANAPOLIS,IN,5,GARY.TRAYLOR@ELLIOTTFOAM.COM
95380MDVLL2600S,SUPER STORE INDUSTRIES TURLOCK DAIRY DIV,TURLOCK,CA,9,SSOMMERFELD@SSICA.COM
94710PCFCS1333S,PACIFIC STEEL CASTING CO,BERKELEY,CA,9,BSCOTT2@PACIFICSTEEL.COM
29715RMNDSBANKS,NATION FORD CHEMICAL CO,FORT MILL,SC,4,DICKSONJ@NATIONFORDCHEM.COM
90245TRSTR2201R,TRI-STAR ELECTRONICS INT'L INC,EL SEGUNDO,CA,9,NICO.VAUNHEFFLYUNN@CARLISLEIT.COM
39358KMPRPBOX10,STELLA-JONES CORP,SCOOBA,MS,4,JBOWMAN@STELLA-JONES.COM
65803CMSTR2101N,MERRILL IRON & STEEL INC.,SPRINGFIELD,MO,7,GRAJEK@MERRILLIRON.COM
77064QLTYP9610F,QUALITY PRODUCT FINISHING INC,HOUSTON,TX,6,ECOMIKEX@GMAIL.COM
46161FRDNB487WM,FREUDENBERG-NOK MORRISTOWN PLANT,MORRISTOWN,IN,5,DAVID.VULCAN@FNST.COM
30501HRRSC2345M,HARRIS PRODUCTS GROUP,GAINESVILLE,GA,4,WILLIAM_DENTREMONT@LINCOLNELECTRIC.COM
35035CHBPRRT1BO,STELLA-JONES CORP,BRIERFIELD,AL,4,JBURNETT@STELLA-JONES.COM
55066RCHRD118MA,409 - REDWING OILSEEDS PLANT,RED WING,MN,5,MEDIA@ADM.COM
0288WNTYTC333ST,ANTAYA TECHNOLOGIES CORP,WARWICK,RI,1,SHAWNECE.PACHECO@APTIV.COM
02916HNDYH231FE,ENNOVI HOLDINGS PTE. LTD.,EAST PROVIDENCE,RI,1,RONALD.LAIWENEEK@US.ENNOVI.COM
66002MDWST1300M,MGPI PROCESSING INC.,ATCHISON,KS,7,MUNIM.HUSSAIN@MGPINGREDIENTS.COM
4655WSMRTL768CR,SMART LLC,NEW PARIS,IN,5,KIRKBARRON@SMARTCABINETRY.COM
35986RNSVL189RT,MORIROKU TECHNOLOGY NORTH AMERICAN INC. - RAINSVILLE,RAINSVILLE,AL,4,ADAM_DABBS@MORIROKU-NA.COM
0305WLCMMN9AKIR,L3  TECHNOLOGIES INC.,LONDONDERRY,NH,1,DAVID.COLLINS@L3HARRIS.COM
49684SRLBK2314S,SARA LEE FROZEN BAKERY LLC,TRAVERSE CITY,MI,5,TEDGAR@SARALEEFB.COM
77707MBLCHHWY90,MOBIL CHEMICAL CO BEAUMONT POLYETHYLENE PLANT,BEAUMONT,TX,6,TAYLOR.M.CLIFT@EXXONMOBIL.COM
2618WCHMRS848DU,CHEMOURS WASHINGTON WORKS,WASHINGTON,WV,3,SIERRA.GARD@CHEMOURS.COM
72651TTRLRRTE12,EZ LOADER CUSTOM BOAT TRAILERS INC.,MIDWAY,AR,6,GJACKSON@EZLOADER.COM
9883WSGLTM8789R,SGL COMPOSITES LLC,MOSES LAKE,WA,10,JOSEPH.AKERS.EXTERNAL@SGLCARBON.COM
15767PRFRM700MA,PROFORM POWDER METALS,PUNXSUTAWNEY,PA,3,AGLASS@MPPINNOVATION.COM
03053CYTYC2PREI,HOLOGIC INC,LONDONDERRY,NH,1,ERIC.RHINE@HOLOGIC.COM
32724NTLLT1485J,INTELLITEC LLC,DELAND,FL,4,AUSTINC@INTELLITEC.COM
37087PRMPP1310Q,PERMA-PIPE INC.,LEBANON,TN,4,CHRIS.MARCH@PERMAPIPE.COM
37040LLDSG780AR,AKEBONO BRAKE-CLARKSVILLE PLANT,CLARKSVILLE,TN,4,JENNIFER.CARLSON@AKEBONO-USA.COM
53590HLLMN501SB,HALLMAN LINDSAY PAINT,SUN PRAIRIE,WI,5,BRANDON.BEHLING@HALLMANLINDSAY.COM
00621SLNDCLUCHE,ISLAND CAN CARRIBEAN INC,BAYAMON,PR,2,LNAZARIO@GOYAPR.COM
01085WSTFL68NOR,WESTFIELD ELECTROPLATING CO,WESTFIELD,MA,1,KEVEN@WESTFIELDPLATING.COM
9402WCSBCX2KELL,CSBIO,MENLO PARK,CA,9,WEI.GAO@CSBIO.COM
75418VLNTRHIGHW,VOLUNTARY PURCHASING GROUPS INC,BONHAM,TX,6,DDOUGLASS@FERTILOME.COM
1230WFRTTC215TE,DSM-FIRMENICH,SCHENECTADY,NY,2,KAREN.TOTH@DSM-FIRMENICH.COM
43952BRMCHCOUNT,BARIUM & CHEMICALS INC,STEUBENVILLE,OH,5,DAVENCI@BARIUMCHEMICALS.COM
12502SCHWT2424R,SCHWEITZER-MAUDUIT,ANCRAM,NY,2,PGAUDETTE@SWMINTL.COM
84116L3CMM640N2,L3 TECHNOLOGIES INC. COMMUNICATION SYSTEMS - WEST,SALT LAKE CITY,UT,8,TARA.SALEY@L3HARRIS.COM
74131TDWLL6801S,TD WILLIAMSON INC TULSA MANUFACTURING FACILITY,TULSA,OK,6,JOSHUA.COLLINS@TDWILLIAMSON.COM
40330HTCHT955WA,ASTEMO AMERICAS INC-HK,HARRODSBURG,KY,4,BRAD.BANKS.TU@HITACHIASTEMO.COM
27573LSNPC10475,LOUISIANA PACIFIC CORP. ROXBORO OSB,ROXBORO,NC,4,GARY.HORNE@LPCORP.COM
85222FRTLY1450W,FRITO-LAY INC,CASA GRANDE,AZ,9,BENJAMIN.LUDTKE@PEPSICO.COM
9453WPPLDM445FR,QUANTUMCLEAN,FREMONT,CA,9,FREDRIC.ROSQVIST@UCT.COM
8504WRSTLM321S5,RUST-OLEUM - PHOENIX,PHOENIX,AZ,9,ANDREW.CHAMPAGNE@RUSTOLEUM.COM
91790NTRSP2009S,CONCORDE/INTERSPACE BATTERY CORP,WEST COVINA,CA,9,JIANNINI@CONCORDEBATTERY.COM
06095WNDSR169OL,BARNES AEROSPACE WINDSOR DIV,WINDSOR,CT,1,CGALGANO@BARNESAERO.COM
28217WSTNG5101W,SIEMENS CHARLOTTE TURBINE GENERATOR SERVICE CENTER,CHARLOTTE,NC,4,KATIE.WALTON@SIEMENS-ENERGY.COM
5948WBGSKY13786,BIG SKY SCIENTIFIC L.L.C.,SUN RIVER,MT,8,PAT@BIGSKYSCI.COM
07105DLTMR26BLA,DELEET MERCHANDISING,NEWARK,NJ,2,ETPAPSON@COMCAST.NET
75051TXSRC417ID,TEXAS AIRCRAFT MILLING INC,GRAND PRAIRIE,TX,6,DCOOK@TEXASAIRCRAFTMILLING.COM
4771WNSLNC1GRVE,UNISEAL INC.,EVANSVILLE,IN,5,DSTRATTON@LGCHEM.COM
04106NTNLS5FODE,TEXAS INSTRUMENTS INC,SOUTH PORTLAND,ME,1,DSWP@TI.COM
7975WCTLYS11999,CATALYST OILFIELD SERVICES 2016 LLC,GARDENDALE,TX,6,STEVE@MOUNCE.BIZ
17603TTNGN33CEN,ITT ENGINEERED VALVES LLC,LANCASTER,PA,3,KEVIN.BORKOWSKI@ITT.COM
75119KRLND1504S,THE PRAXIS COS LLC,ENNIS,TX,6,TSTAR@AMERICANBATHGROUP.COM
15557RCKWD300MA,AAADCG INC. ROCKWOOD DIV,ROCKWOOD,PA,3,PAUL.SMITH@ASSAABLOY.COM
60072MRTNT5005B,BOSTIK INC.,RINGWOOD,IL,5,SEAN.HOCKERSMITH@BOSTIK.COM
36652SCTTPBAYBR,KIMBERLY-CLARK CORP,MOBILE,AL,4,NICK.ENGEBOS@KCC.COM
4034WMRCNH289MC,AMERICAN HOWA OF KENTUCKY GEORGETOWN,MIDWAY,KY,4,TAKANORI.SAKUTA@AHK-HOWA.COM
53218GNRCC545W2,GENERAC POWER SYSTEMS INC-WAUKESHA,WAUKESHA,WI,5,BILL.PEARCE@GENERAC.COM
8943WPPGND5PITT,PITTSBURGH PAINT CO,MCCARRAN,NV,9,JGIORDANO@PPG.COM
75502CPRTRRT12P,THE GOODYEAR TIRE & RUBBER CO,TEXARKANA,AR,6,TOM_CULLINS@GOODYEAR.COM
06902PLYCS69SOU,SPARTECH LLC,STAMFORD,CT,1,JOHN.LOMER@SPARTECH.COM
3780WSNTRG471PT,US NITROGEN LLC,MIDWAY,TN,4,KIM.RYANS@AUSTINPOWDER.COM
32444TRNCX200AB,TRANE COMMERCIAL SYSTEMS,PANAMA CITY,FL,4,KYLE.ANDERSON@TRANETECHNOLOGIES.COM
63110PCNCF4001G,MICROFINISH IPC LLC,SAINT LOUIS,MO,7,DALEW@MICROFINISHCO.COM
49120SHLLR1501S,MODINEER PLANT 6,NILES,MI,5,MWEAVER@MODINEER.COM
44094KLCRC37721,KALCOR COATINGS CO,WILLOUGHBY,OH,5,NWASHINGTON@KALCOR.COM
93304NNSPN22NDS,ENNIS-FLINT BAKERSFIELD,BAKERSFIELD,CA,9,JHWANG@PPG.COM
79912SMTXS65NDE,SUMITOMO ELECTRIC WIRING SYSTEMS INC,EL PASO,TX,6,OCRUZ@SEWSUS.COM
17557VCTRF403SO,TYSON POULTRY INC-NEW HOLLAND COMPLEX,NEW HOLLAND,PA,3,ALBERT.GONZALEZ@TYSON.COM
46580DPYDVUS30E,DEPUY ORTHOPAEDICS INC,WARSAW,IN,5,KBROWN18@ITS.JNJ.COM
06405TRBNC4COMM,TURBINE COMPONENTS CORP,BRANFORD,CT,1,KAREN.WRIGHT@HOWMET.COM
97210WCKRS7200N,SILTRONIC CORP,PORTLAND,OR,10,SUSAN.MARTIN@SILTRONIC.COM
29730HRRLL2495C,HARRELL INDUSTRIES INC,ROCK HILL,SC,4,HARRELL@COMPORIUM.NET
98837TKTMS9255R,JOYSON SAFETY SYSTEMS ACQUISITION LLC,MOSES LAKE,WA,10,REBECCA.JOHNSON@JOYSONSAFETY.COM
90247HFDCM140EG,DUCOMMUN AEROSTRUCTURES,GARDENA,CA,9,PDUMAUA@DUCOMMUN.COM
77590DLLSG301DO,THE DALLAS GROUP OF AMERICA INC,TEXAS CITY,TX,6,WHOLT@DALLASGRP.COM
6811WQNGLB571FS,QUIN GLOBAL US INC,OMAHA,NE,7,JON.PETERSEN@QUIN-GLOBAL.COM
7111WMNSPC1399H,OMNI SPECIALITY PACKAGING INC.,SHREVEPORT,LA,6,DONNA.WEEDA@OMNISP.COM
54848PPTLBEWORD,DUNN PAPER - LADYSMITH,LADYSMITH,WI,5,HAASLC@BIORIGINSP.COM
08903KZCHM500JE,AKCROS CHEMICALS INC,NEW BRUNSWICK,NJ,2,ROBERT.KNIGHTON@VALTRIS.COM
15071NDSTR11AKD,INDUSTRIAL SCIENTIFIC CORP,OAKDALE,PA,3,PRDDEB@INDSCI.COM
40065BNDMN2720P,BANDO USA INC,BOWLING GREEN,KY,4,DANIEL.GIFFORD@BANDOGRP.COM
90813SCHRM1480C,AVIATION REPAIR SOLUTIONS INC,LONG BEACH,CA,9,JMEYER@AVIATION-REPAIR.COM
30135CSTMB6551W,CUSTOM BATH PRODUCTS,DOUGLASVILLE,GA,4,MMOORE@CUSTOMBATHPRODUCTS.COM
13212CMCNT7313W,ICM CONTROLS CORP,NORTH SYRACUSE,NY,2,MO'CONNOR@ICMCONTROLS.COM
43570TRNTY6AKST,BENVIC TRINITY LLC,WEST UNITY,OH,5,TAWALKOWSKI@GMAIL.COM
4844WSHNNN616ST,SHANNON PRECISION FASTENER,HOLLY,MI,5,BALLISON@SHANNONPF.COM
40403TKCSN301MA,HITACHI ASTEMO AMERICAS INC. - BEREA KY,BEREA,KY,4,HEATHER.ABBOTT.SD@HITACHIASTEMO.COM
72653BXTRH1900N,BAXTER HEALTHCARE CORP,MOUNTAIN HOME,AR,6,BRIAN_COOTS@BAXTER.COM
46220THRMS5101E,LORD CORP,INDIANAPOLIS,IN,5,DAVID.RESS@PARKER.COM
14701WBRKN441CH,WEBER KNAPP CO,JAMESTOWN,NY,2,CWIDEN@WEBERKNAPP.COM
47240BHNNGHIGHW,ADVANCED BEARING MATERIALS LLC,GREENSBURG,IN,5,ANGIE.AUGENSTEIN@MIBA.COM
17837PLYWR1BUFF,PLAYWORLD INC,LEWISBURG,PA,3,MARTHA.BOOP@PLAYPOWER.COM
53029BRGGS3333W,STRATTEC SECURITY CORP,GLENDALE,WI,5,MALACHAI.MORAZA@STRATTEC.COM
9176WSTRCT336EN,WORTHINGTON INDUSTRIES POMONA,POMONA,CA,9,CATHY.LYTTLE@WORTHINGTONINDUSTRIES.COM
07036XXNCH1400P,INFINEUM USA LP-BAYWAY CHEMICAL PLANT,LINDEN,NJ,2,ROBERT.LUCAS@INFINEUM.COM
38127CCRYL2665F,MITSUBISHI CHEMICAL AMERICA INC,MEMPHIS,TN,4,SCOTT.BAKER@MCGC.COM
3774WHFNRT395TE,HUF-NORTH AMERICA,GREENEVILLE,TN,4,CASSIDY.DARNELL@HUF-GROUP.COM
35565FNTNTOLDDE,FONTAINE COMMERCIAL TRAILER INC (FORMERLY TRAILER CO ),HALEYVILLE,AL,4,BSHARPER@FONTAINETRAILER.NET
74361WLGRF5THHU,LSB CHEMICAL L.L.C.,PRYOR,OK,6,LMORGAN@LSBINDUSTRIES.COM
91761WMBRR1400S,PRC COMPOSITES LLC,ONTARIO,CA,9,JOSEPH.CAVANAGH@PRCCAL.COM
